ordernum	user_id	flight_id	date	seatnum	service
817562155546	110887198708239191	V1ZQ4F5H	2022-2-28 16:42:21	134	
956542987338	110889196705094920	NAAHIHOT	2022-3-2 04:19:27	245	
979750304979	110911192604284511	L7LL97XI	2022-3-27 14:48:32	240	
576551702123	110922194107067872	XIJSMRK1	2022-9-21 03:48:31	144	
984638219646	110935196811082524	UUZ1TSPE	2022-7-14 22:59:16	3	
369652777356	110937201011078304	UBU2IGI4	2022-4-2 16:25:26	87	
102946697126	110941191202168263	V99CJEYQ	2022-4-25 01:49:56	256	
550199771509	110945192112238272	DXVB832E	2022-2-2 04:19:43	123	
403865291255	110958196002273261	HT6RBS1Q	2023-2-23 06:52:00	10	
408929410125	110969201106138710	SETJY8HL	2022-2-22 01:07:35	162	
580342478511	110976198107031850	YZE0QEUS	2023-4-13 20:29:00	152	
063947361853	111034191504241233	RKV1NAGE	2022-8-21 15:38:42	81	
511285630746	111048198911019955	RD8F6FGW	2023-1-17 19:22:10	287	
110075403216	111056191807091517	DGMVTL7H	2023-4-2 08:46:58	220	
177786288359	111068194012143546	4YN3019B	2023-5-9 20:32:50	177	
175013462192	111068194012143546	5XF7KS5Y	2022-8-16 10:26:08	80	
730846238386	111076202211025099	LYQU3CKE	2022-1-24 08:55:09	141	
146353711768	111091199305046455	P7U9LKLB	2022-6-2 12:05:02	132	
565512725327	111119201609238602	I98IDWQV	2022-3-24 10:32:52	241	
561263402230	111119201609238602	J4EPOHF6	2022-11-19 10:43:51	56	
028628913275	11112320220927745X	BFHQPEHA	2022-11-12 12:27:56	268	
682590701302	11112519941204107X	OZ72SLVN	2022-2-6 18:11:53	133	
631785784664	11113020000320265X	9SDC8I9V	2022-9-16 21:43:19	151	
347656357561	111177190803034630	EWLSQIM4	2022-11-1 13:53:12	274	
379790045027	111179195910083978	KM5ZGGAX	2023-3-18 06:52:53	284	
838517366314	111193192905173366	0EPANDYS	2022-2-13 19:47:09	206	
518908185104	111193192905173366	IOA29HLX	2023-2-26 19:53:46	82	
837055180122	111193192905173366	IPCFKHIX	2023-4-20 09:52:26	121	
805880728750	111193192905173366	J2TMP0PH	2022-12-6 18:38:40	162	
430730849027	111195192603155747	G5JK6Y5P	2022-9-1 16:02:12	104	
661007014109	111225195204156697	7T7BS47Q	2022-10-5 06:14:13	54	
542031150883	111227190101271545	RJ6LMQ8Q	2022-9-4 12:48:23	18	
655642143407	111236190509276178	O5UH6UG8	2023-2-17 16:22:35	221	
628169071048	111236190509276178	R4XVQIES	2022-7-11 15:56:16	215	
070394214738	111251191010288506	ALX25NEY	2022-10-29 20:55:26	171	
961585654061	111251191010288506	OA5MCIGT	2022-5-9 19:56:03	193	
145809854270	111251195210244282	KOJ4F8FI	2023-3-12 16:04:54	261	
601388049336	111259193810218805	XRP7KPKJ	2022-11-2 13:08:17	69	
801910505791	111265202002268942	90WPSG0D	2022-7-4 19:03:16	237	
678351868317	111268202212114764	HBW4Y1VG	2022-8-1 04:11:10	184	
929955695998	11128819350901723X	NWOFYZKI	2023-5-23 12:02:43	265	
184031690776	111300196911133550	JGEKC70I	2022-6-24 07:07:11	14	
028098358041	111313193209058181	HW98HBRC	2022-12-7 19:36:56	25	
560161872939	111350195301033930	E4GJON6T	2022-6-18 15:27:51	126	
481198452587	111350195301033930	ZNQS99TW	2023-2-13 22:41:34	299	
088542770265	111350201911067714	MN0N6Y78	2023-3-8 08:50:32	252	
815754539123	111350201911067714	WF8YEXPB	2022-5-19 04:43:24	28	
642947271112	111403190804107266	A0FHWWIC	2022-8-31 22:08:20	219	
949847645615	111409201901222273	FW5YIXWI	2022-9-25 06:58:32	172	
216340980947	111426192004124571	V2XLV8V0	2022-8-2 06:48:33	17	
762472302611	111449196302027748	DHXJG3PM	2023-5-11 08:02:27	142	
467969674979	111449196302027748	JPGNH0V5	2023-3-3 08:52:38	235	
732976267474	111454202201139790	GNEQWRYG	2022-12-9 02:38:50	189	
671479307271	111458192910028259	2P9GCQ2M	2022-12-26 04:46:56	262	
253416219306	111497193605252122	0PJ5SLU9	2022-7-17 03:03:42	175	
020376972637	111505200908159014	E7NPON1Q	2022-12-10 01:57:29	1	
937339258949	111513202005163783	RRN2VF4J	2023-4-9 09:36:34	75	
626399379147	111517192404169006	Q0SPEXUL	2023-1-14 14:20:26	233	
747149906576	111532194406052189	YMWLHSFH	2023-4-11 16:46:07	45	
838141766260	111563197404264688	L6N6M0Z6	2022-8-1 18:44:07	75	
245715392211	111564194805273852	QVXR6FKT	2023-5-22 07:00:45	189	
325167696818	111571194512123037	DVK8GCKQ	2022-8-31 11:42:48	21	
381965348717	111571194512123037	GEEANFB7	2022-7-1 05:47:23	68	
299555081247	111572195804118441	0MNWF2X7	2022-8-4 03:13:44	185	
665913378434	111572195804118441	SUJIWI0J	2023-3-20 13:28:54	58	
835861804063	111578197909116124	3S58AQL0	2022-5-3 12:29:08	202	
044091864511	11158519680708161X	AHPNQ80H	2023-3-31 03:03:57	84	
633294406009	11158519680708161X	I25S314K	2023-2-6 22:46:02	191	
813887916129	11158519680708161X	JB90SDEO	2023-4-11 14:15:36	81	
193323526694	11158519680708161X	WU8H7M5D	2022-6-17 10:28:58	248	
255620431046	111591200601172408	B7FWJL9N	2023-4-30 01:08:21	124	
912901798780	111608200111265922	LCQN7GUO	2023-4-19 02:52:50	241	
135824397840	111626191907124966	7Q6JITQO	2023-3-4 06:27:16	103	
752191817612	111653194712224353	OSAOXQOE	2022-12-2 11:33:02	96	
906415290624	111653194712224353	Q83R5R13	2022-1-5 19:59:46	144	
610545342957	111655199907273257	MFPVFNY2	2022-5-16 16:09:00	113	
504921153234	111664201004036724	HF58DUQ7	2022-6-6 15:03:09	72	
116680978992	111670193303032643	DI89P2UT	2022-6-15 10:41:39	80	
007919374580	111691190305276527	1MTJ80ZK	2022-12-16 05:47:12	262	
869879743374	111693193712106724	47AFC5IN	2022-7-24 08:44:51	61	
491619642898	111697200312162346	T5KR1AQ3	2022-12-7 18:03:13	168	
450963912281	111698199706121900	CKLAYJVC	2023-3-20 00:38:30	7	
001304204328	111712194607246049	IKJRW1DF	2023-4-27 16:17:39	276	
806355347373	111715190703156861	X6VHDUWO	2023-2-11 12:49:02	277	
573421754977	111725194606289436	QWQ1M2PV	2022-9-11 03:16:05	292	
848041202576	111729202103253805	J39CELWD	2022-4-29 01:52:26	125	
594283264705	111729202103253805	S13IC5XL	2022-10-4 20:52:33	43	
168656470524	111736199103257741	WE4F4CRB	2022-11-20 12:31:51	85	
119579544010	111738201611028833	GXA25B7K	2022-4-12 20:39:06	248	
759024320216	111761192506042627	HX0Z0S1Q	2023-6-9 10:28:50	124	
040408074308	111772190204023594	FE0RB0KM	2023-5-12 21:22:59	148	
469372874253	111773194408057918	M0X2SZN9	2022-5-2 22:14:10	160	
808618575238	111777201311089030	4WP17FUE	2023-4-27 19:57:03	160	
399022325761	111786197307139389	N1W4LFEG	2023-5-31 17:45:36	229	
645515953714	111813195512193067	TLU8CLTF	2022-3-21 11:31:40	293	
618064746367	111813195512193067	XWCXZ43Z	2023-2-5 19:00:25	56	
371983409270	111815198105067289	DC6QZZST	2023-2-8 15:22:40	178	
155557365130	111828198811068336	EN3H5JPR	2022-3-23 07:03:36	113	
682892209490	111830190209043203	96W1WG6A	2022-10-2 14:52:51	178	
551521241923	111830190209043203	D0WS7PNG	2022-1-29 20:58:13	215	
066461470621	111870195611139565	35MSJA9Q	2023-1-13 03:26:06	255	
082579977485	111870196701034374	WTGPRMKW	2022-11-13 07:43:36	66	
809654032167	111871193608043797	SLFWU59Q	2023-4-25 18:39:05	127	
635207123782	111878197701051866	RDDZVPNR	2022-10-16 10:28:32	233	
430070610894	111888201101245837	B8Y4POU3	2022-5-14 00:23:58	22	
502129063605	111888201101245837	D2O344BM	2022-2-21 02:59:17	283	
920968905274	111888201101245837	QMA11XRE	2022-10-4 18:48:53	186	
830858926279	111903190808183343	KD36KYHO	2022-10-16 09:47:13	98	
327848009988	111907190910287048	S6NEN6ZM	2022-7-2 14:29:51	260	
638191812859	111909195504121005	LMDV5E7J	2022-12-14 13:00:05	64	
094342697878	111911194103126531	AWPBQDBP	2022-10-10 20:07:47	107	
658219168745	111928190407014730	L0W9AQCZ	2022-1-20 07:14:23	219	
115880682673	111930197603202599	SPFC38JL	2023-3-30 00:31:47	283	
022322473778	111941198703094795	DKIAZNU8	2022-1-6 12:27:03	99	
187621634080	111944196509095233	RQT9VB9T	2023-3-6 20:41:12	174	
169003554410	111947190411121511	KVABO5NW	2022-11-29 08:20:07	91	
386025159371	111964200501236868	9PQ9NNCZ	2022-4-8 15:43:57	268	
067139002645	111988196007022823	X7DPAOCE	2022-7-15 15:32:47	273	
523145800097	112011191401069078	K222UEEE	2023-4-19 17:59:50	55	
557206478955	112030199304274358	PXMVE9YA	2022-2-17 11:32:02	288	
087953434178	112077200304038962	ZUFYSVBP	2023-4-15 00:34:33	75	
532738807772	112090197101087947	8E53TGFB	2022-3-19 22:43:24	231	
547332517028	112090197101087947	QSIQG9M5	2023-1-14 15:57:34	294	
920895323089	112095196004252805	0TWLYUAZ	2022-11-5 12:26:24	40	
474627752332	112105197604034006	2Y5JVHJ8	2022-9-12 18:24:04	63	
158913854311	112112191409198116	6J5LGM36	2022-11-9 18:27:15	34	
780715469672	112180199208201254	S8LBGS9W	2022-1-2 04:48:31	145	
560366848191	112197193712249409	IZGAPGB6	2022-1-23 08:25:49	244	
554542028671	112197193712249409	XN66HYLD	2022-9-6 15:46:16	235	
139667314608	112258191208034638	EBM1P46Y	2022-4-17 20:24:35	208	
212418624489	112258192608284948	989WJGTZ	2022-5-27 05:34:05	137	
767431413848	112272196008035548	EWY6AFQM	2023-1-15 13:18:23	240	
900953194113	112272196008035548	UPJMERPF	2022-1-22 01:24:30	133	
007241969528	112293197610193721	K1L4510P	2023-4-25 07:42:43	148	
206999016079	11233919130109915X	HX9AUNCA	2022-9-30 04:09:34	186	
115538866290	11233919130109915X	V4X5HXKB	2022-9-30 15:11:59	99	
687307446181	112350201403154601	D88RXEIF	2023-2-3 03:01:22	236	
873827014703	112350201403154601	MK2JKEXD	2022-11-29 12:00:12	105	
294745839117	112388198412024133	580VVBM4	2022-6-27 21:19:01	214	
873078198258	112393193605257580	LJVDOTV9	2022-3-10 10:01:14	94	
032988074381	112393193605257580	SIXZEBZJ	2022-1-2 04:07:47	200	
572637397670	112402198809124816	0EOJY2QS	2023-3-29 21:43:36	248	
940672503727	112423196412104457	2UT95X8Q	2023-4-8 00:50:24	291	
527033656408	112423196412104457	FWP1H63U	2023-2-6 03:53:24	4	
885842993660	112431195011176738	2557FHIW	2022-10-21 01:26:35	171	
989381610506	112445201008239394	C96MKOFL	2022-9-5 16:10:35	210	
363639452596	112453196912102990	VVBNJ29W	2022-11-14 13:32:13	223	
685892242997	112467199707287756	5T7X9B9U	2023-3-6 08:02:24	245	
974521906565	112480197612134484	AXET8C2L	2023-2-17 05:23:23	160	
731362623250	112486198305109660	AH6N6N4W	2023-1-16 18:51:29	78	
490118577322	112486198305109660	RHE2BSQE	2023-1-28 18:04:27	25	
491804404953	112506199005267788	PRJ23RX3	2023-2-13 20:22:15	119	
685269525497	112506199005267788	W7HH662B	2022-9-3 00:51:33	266	
826662751258	112509201812225436	DIE7CC7G	2022-6-4 09:05:57	282	
395901582726	112518195507273771	96OTULQ6	2022-11-6 00:00:12	6	
722666747054	112539194308171921	XP57EGH8	2022-2-11 08:32:11	185	
192819487178	112571201311265171	HFGQ2N5T	2023-5-1 12:34:31	187	
166445053431	112577192702016478	SCY3686E	2022-11-15 14:00:24	107	
657272961355	112578195902168695	K046NFLE	2022-2-11 08:26:56	108	
199961898788	11258919580306892X	TNOTJL7E	2022-4-4 04:18:30	67	
782903872016	112589200904059807	3O6ZZA5C	2022-5-25 19:54:47	286	
682569685994	112589200904059807	GHTL2RRY	2022-3-6 16:23:26	221	
670242905225	112626196501134236	YZ3RKJ04	2022-6-28 20:12:50	202	
182749134237	112643196011177862	IQRONSFF	2022-1-1 03:31:02	34	
818746041349	112650199807097320	006XD66H	2023-5-20 15:34:29	8	
414951214215	112658191509052049	31TMQLPN	2022-12-21 06:15:04	45	
999602919837	112673200012072736	QJQ6R1F4	2022-1-7 11:34:33	90	
903781859022	11268819030718782X	3YPBJDN2	2022-3-19 14:40:17	60	
379957684845	112721196503099511	6806ZY1L	2022-4-13 04:32:57	210	
854445512643	112741197406139382	U4TEMA0Y	2022-8-20 13:03:19	276	
829516892961	112760191105014051	84M4PO89	2022-11-17 02:10:38	77	
180208932105	112783197101093663	F4WQ6LHL	2022-5-1 00:00:09	205	
979483486160	112817199610176636	F4S8JJGO	2023-3-14 14:29:27	35	
481587156231	112820196705286867	7IF166X1	2023-1-14 05:43:36	168	
292435514786	112850192708122796	23GWWL5E	2023-1-10 19:47:31	219	
436654598905	11285819460220200X	5RTI1YF3	2022-6-26 18:06:17	183	
108857507489	112862191406081395	3H09FL37	2023-1-20 22:27:02	299	
158054695638	112882201707212733	DTH3EIG8	2022-9-7 16:24:28	28	
702874371028	112882201707212733	VP6LYBRN	2022-1-10 01:42:54	225	
002006871524	112882201707212733	WD91YJZ9	2022-6-20 14:28:18	12	
012478112531	112889196306117146	L2ZIC3T6	2022-10-18 11:27:37	175	
325978814034	112901190811031453	L9JRQV8M	2023-5-20 16:33:13	294	
574515598693	112920201301245080	OI2P9J0J	2023-2-7 19:28:23	150	
598323060621	112933197406019947	ILPTIWVB	2022-7-2 16:49:39	285	
609448075760	112933197406019947	IP2JG6NS	2022-2-20 07:45:12	284	
616470251035	112933197406019947	X3E04H4F	2023-5-1 14:35:37	295	
828950680546	112958194312249745	VAJIR1IF	2022-10-9 16:15:39	219	
659071933363	112971200812152391	6CLRT7ZT	2022-7-29 13:01:03	295	
063633509511	112971200812152391	DG03XOI3	2022-5-2 07:22:30	14	
247621207726	112971200812152391	P9LANAK0	2023-1-20 06:22:52	54	
696925231050	112976200804036982	V4O3ERWK	2023-5-22 00:44:53	119	
242035855089	113021199905244394	VOS37Z60	2022-11-21 02:58:56	128	
989526922977	113021199905244394	WDUL9EPS	2022-8-6 00:45:43	148	
572373980692	113047193604073858	HUJUFRSS	2022-4-6 07:14:18	151	
432943056525	113118195005179709	BV0E9Z5Y	2022-2-16 09:55:29	8	
190459818956	113125193301014815	098CYVF7	2023-4-22 07:31:31	256	
602056627455	113125193301014815	3G4NDSYF	2022-6-9 17:46:16	71	
847659200681	113125193301014815	HIETV3G7	2023-3-4 16:56:05	101	
040215322767	113125193301014815	YF9W2SKC	2022-7-30 17:19:06	165	
677902509628	113138201811275299	75THATRB	2022-1-3 01:45:36	44	
453216729304	113152191809158588	8DL75WHI	2023-2-19 22:41:46	9	
621850880220	113152191809158588	UD2RTD0W	2022-4-28 11:12:51	69	
471191209137	113160199310197306	ZQE9YJW2	2023-3-24 10:10:31	146	
237342010542	11316419251228126X	GTOY0YU1	2023-5-27 07:22:55	116	
424768433903	113174201107277616	RM5IWH6B	2022-7-17 12:39:25	59	
053282910020	11318519150503580X	797UFEYP	2022-3-7 02:19:47	190	
103393906566	113194195001059247	0GPOA8UJ	2022-1-14 11:47:58	223	
262758192490	113194195001059247	EP3U9N81	2022-9-5 19:03:48	237	
069838465734	113194195001059247	U6PDJFHS	2022-2-16 20:36:17	197	
935806105195	113200198411226297	WG5SXZOX	2023-5-21 05:07:08	218	
803658588534	113226200105072692	K6KK9M6S	2022-6-15 03:37:56	139	
302112479751	113226200105072692	TXJWTHCV	2022-11-14 03:23:13	153	
184072979331	113241200706219905	JG5TEBGO	2022-11-25 10:03:00	119	
005602777693	113241200706219905	WEGKY933	2022-2-25 05:16:36	58	
602077651991	113244190808259089	GUFQ740Q	2022-8-30 03:07:56	250	
053075641707	113257198211204286	BNHOY58R	2023-3-2 16:33:35	191	
341183786077	113265200706024324	R3AMA67E	2022-4-28 08:32:39	24	
716422020326	113277199405137472	23WY5LKJ	2022-1-29 13:17:02	199	
840094350724	113307195302117311	LW8MY8D8	2022-12-21 17:13:45	208	
888475358855	113310196807225580	00R72TIH	2023-5-21 06:35:49	224	
341485196716	113310196807225580	588ILOR7	2022-2-19 15:41:56	80	
977543789353	113323193104195774	0135770E	2022-12-25 10:58:00	178	
043589320239	113323193104195774	EFUWNHII	2022-5-2 22:28:30	2	
242516458816	11332620110613279X	8T03H6PE	2022-12-17 21:27:05	173	
342546321817	11332620110613279X	DK3XNAQL	2022-9-21 11:30:22	170	
538244351028	113328201402041895	187678HO	2022-9-30 09:08:59	42	
098197074398	113345197711178649	M2YS2N7P	2022-5-28 04:23:57	79	
252007723114	113365199211132219	2VKCSX4T	2023-6-5 06:33:52	30	
011106749422	113372197812172149	T9AEO4IN	2022-7-8 20:34:06	32	
486855504787	113372197812172149	YTIVJCXH	2023-3-9 07:10:28	64	
461515871365	113377191310171618	O2QAHZLH	2022-11-29 14:26:26	278	
503385141323	113377191310171618	SW7WIRCA	2022-7-23 18:43:02	67	
123200863830	113377191310171618	TN9321UF	2023-5-15 18:16:13	178	
295897201753	113390195506233138	0QPTF9XN	2022-11-20 11:10:27	132	
157909131851	113412197503111579	5V6Z6B3X	2023-2-22 12:25:28	260	
834178172869	113422199407181050	IEY7PR9B	2022-3-16 20:45:44	220	
845281655115	113424195510289785	84ZYE9TI	2022-8-15 06:59:32	237	
506263636727	113424195510289785	8T0JQ121	2022-2-24 07:33:03	90	
827974982689	113424195510289785	YDWJNMW8	2023-4-6 04:44:43	139	
793520163275	113427199403248539	NJ8ROGXZ	2022-1-15 16:18:44	51	
874600641915	113444195006248998	OKWL25QZ	2022-12-28 08:44:38	56	
184765656944	113444195006248998	RV3VOUJG	2022-9-22 09:12:29	277	
249811973117	11344719700904776X	4GAMRY21	2022-2-6 20:42:40	193	
996942625618	113463193603021070	Q9XGHA17	2023-3-14 19:39:22	43	
409796836712	11350020050626898X	HRIK9GAF	2022-1-2 03:57:58	73	
240286635630	113507190104263746	4YTW2689	2023-2-13 15:57:20	254	
513344826801	113539195309265597	HGTXK4G1	2022-12-24 05:28:46	109	
680877988262	113539195309265597	PCSXJSE7	2022-9-6 04:35:15	284	
204249194984	113539195309265597	VDK3TB30	2022-3-26 06:53:24	9	
164014551621	113565191606135291	0T288S29	2022-4-12 09:35:08	130	
515090927512	113565191606135291	44SDX5KS	2022-4-10 04:23:51	11	
605009224820	113580192108052176	0R3IFBPS	2023-5-30 15:49:59	199	
727787207984	113597193901147703	3972SN6O	2022-4-21 14:44:18	193	
845033642452	113606200903179220	9AXPICRT	2022-2-21 22:59:58	101	
908294155933	113606200903179220	YDFHKT0K	2022-1-4 09:24:17	217	
434575141093	113617199811201113	EJWPK2JM	2022-8-14 20:12:57	266	
851781130919	11361919620312925X	2ERQQRWV	2022-10-12 20:17:41	28	
507049724561	113620196002067879	L7NEKDLH	2023-1-1 13:40:34	298	
214308992273	113622201508269909	N295AOAB	2022-4-5 22:14:00	215	
262194506492	113631191402197361	O0WLLOJ8	2023-5-1 07:31:21	298	
646777944748	113646192505136878	444HEUBY	2022-4-13 19:23:41	87	
296973022590	113646192505136878	U8MTCIVL	2022-5-10 18:15:36	20	
193392302711	113692201703253979	7MWQRBIL	2023-5-1 07:55:57	217	
208948863614	113725198012045119	9OA1T032	2022-11-6 14:11:41	31	
081364955673	113725198012045119	QIB01ES9	2022-2-15 06:33:12	294	
170446845516	113766199406149676	B2KEIE9T	2022-2-21 13:19:49	128	
126370786447	113766199406149676	MWCTFQH1	2023-2-12 07:33:49	130	
936175804542	113780192401018154	CLAN4CB1	2022-1-5 21:02:42	86	
209874732914	113780192401018154	L4X9TD9K	2022-2-24 11:48:37	277	
052325120828	113785201109018409	LREUBIR6	2022-11-13 03:50:04	134	
947540662235	113790197412244320	CXKZCIHZ	2022-10-26 08:50:17	154	
107257952515	113790197412244320	KNH71UZ5	2022-4-19 16:34:37	33	
811912545294	113798192911034465	3GW4JUDQ	2023-2-26 12:08:44	49	
262798005837	113800201806026588	UHA67NVG	2023-1-9 05:13:52	117	
280234741003	113806190608082631	DP0FEGMU	2022-1-30 05:12:41	118	
222419610647	113806190608082631	ZFPKTRJ6	2022-4-8 17:51:35	257	
018475114354	11386220171111818X	LOSJA7ZE	2023-5-11 15:34:15	281	
907352936336	113863200911243374	ROKOA6GE	2022-8-26 22:07:31	75	
595821475343	11387520161019779X	FLSMX52J	2023-3-31 07:18:45	180	
335012171367	113884194106159499	SNN12PCF	2022-7-10 08:38:05	142	
058024483913	113884194106159499	XCPDB863	2022-1-17 10:54:05	114	
364617473199	113891200806255395	ONU4T19U	2022-6-5 20:34:05	203	
607516711920	113895198708134384	3QU8UIR4	2022-2-11 17:38:16	243	
395907742151	113895198708134384	LLLAZBQ7	2023-1-11 00:13:14	163	
084069738675	113946191704237913	JFZPMC7C	2022-1-1 15:46:55	261	
342655568854	113951191602104483	O7GLDA6K	2022-1-5 18:13:13	173	
161560903349	113956196808068670	TVA0RHXA	2023-3-31 04:08:38	134	
369103867390	113959193905116545	GS3GAU8O	2022-7-1 21:28:59	59	
945145203213	113959193905116545	GWZZ7FLL	2022-4-16 17:00:12	199	
363163746059	113973190711111125	MFWBULYD	2022-6-25 09:52:56	262	
437944832425	113980198710072312	ZH6CKLW4	2022-11-5 14:07:18	216	
806627908654	114042201608205930	AOQ8MBB8	2022-10-14 14:41:58	150	
432129502087	114042201608205930	ZABVCTZL	2022-7-20 03:45:08	15	
267509349085	114073198302256380	YXOHB4DK	2023-6-1 11:50:20	267	
